序号,招聘信息ID,企业名称,招聘岗位,招聘人数,工作经验,最低工资,最高工资,工作性质,工资结算方式,招聘信息发布时间,招聘信息更新时间,职位关键词,学历要求,企业类型,企业人数规模,企业所在行业,工作地点,工作地点省编码,工作地点市编码,工作地点区编码
300,1504651614491901952,广州鼎捷软件有限公司,数据实施顾问,15,经验不限,3500,10000,2,1,2022-03-18 10:52,2022-03-18 10:52,ERP/调研分析/系统测试/系培培训/上线支持,3,外资,150-500人,电子商务/互联网,.,440000,440100,440112
301,1500751463561953280,广州探迹科技有限公司,客户专员（管培生）,0,经验不限,3500,10000,2,1,2022-03-09 16:56,2022-03-09 16:56,推广产品/挖掘客户需求/客户邀请/维护客户,2,合资,500-1000人,互联网,大学城北E1出口研发大厦,440000,440100,440113
302,1500742356255768576,软通动力,驻场oppo-测试工程师,0,经验不限,3500,9000,2,1,2022-03-07 15:57,2022-03-07 15:57,软件测试/功能测试/性能测试/兼容性/稳定性测试,2,合资,150-500人,电子商务/互联网,长安oppo工业园 长安镇海滨路18号,440000,441900,441902
303,1500736903807369216,铭太科技,射频工程师,0,经验不限,8000,12000,2,1,2022-03-07 15:35,2022-03-07 15:35,设计开发/器件选型/射频/微波测试,2,合资,500-1000人,电子商务/互联网,元岗路310号智汇创意园E座601～603单元,440000,440100,440106
304,1500736261344854016,铭太科技,人力资源经理,0,1-3年,4000,12000,2,1,2022-03-07 15:33,2022-03-07 15:33,人力资源规划/招聘工作/招聘制度/招聘流程,3,合资,500-1000人,电子商务/互联网,元岗路310号智汇创意园E座601～603单元,440000,440100,440106
305,1499295788684148736,索信达,咨询经理,0,3-5年,10000,40000,2,1,2022-03-03 16:09,2022-03-03 16:09,业务咨询/项目交付/项目BD,3,上市公司,500-1000人,电子商务/互联网,高新园迈科龙大厦18-19层（工作地点：广州-上海-大连-成都-北京）,440000,440300,230404
306,1495587472564944896,路米科技,数据标注员,0,经验不限,3000,8000,2,1,2022-03-02 14:50,2022-03-02 14:50,数据标注/数据审核/数据分类/数据校对,3,合资,500-1000人,互联网,山东省淄博市周村区北郊镇齐鲁数谷9号楼5层6层,370000,370300,370302
307,1498128515160211456,今宏信息科技,实施工程师,0,经验不限,4800,8000,2,1,2022-02-28 10:52,2022-02-28 10:52,系统模型定义/系统配置/编写文档/软件测试/培训与支持,3,合资,150-500人,电子商务/互联网,大观中路492号广东岭南职业技术学院岭南科技中心二楼B-3室(本住所限写字楼功能),440000,440100,440106
308,1498128430821146624,今宏信息科技,JAVA开发工程师,0,经验不限,4800,8000,2,1,2022-02-28 10:50,2022-02-28 10:50,java/css/html/javascri,3,合资,150-500人,电子商务/互联网,大观中路492号广东岭南职业技术学院岭南科技中心二楼B-3室(本住所限写字楼功能),440000,440100,440106
309,1498119536778543104,德科信息,软件测试开发工程师,0,经验不限,6000,9000,2,1,2022-02-28 10:17,2022-02-28 10:17,需求分析/测试计划/测试用例/效率提升/问题反馈,3,合资,150-500人,互联网/电子商务,粤海街道粤兴三道8号中地大楼7层B701-710,440000,440300,230404
310,1498118648131354624,德科信息,游戏测试工程师,0,经验不限,6000,9000,2,1,2022-02-28 10:14,2022-02-28 10:14,体验游戏/游戏测试/剖析产品/钻研游戏,3,合资,150-500人,互联网/电子商务,粤海街道粤兴三道8号中地大楼7层B701-710,440000,440300,230404
311,1498118865987698688,德科信息,软件测试工程师,0,经验不限,6000,9000,2,1,2022-02-28 10:14,2022-02-28 10:14,需求分析/测试计划/测试用例/效率提升/问题反馈,3,合资,150-500人,互联网/电子商务,粤海街道粤兴三道8号中地大楼7层B701-710,440000,440300,230404
312,1495678355498991616,星徽联广州,JAVA开发,4,经验不限,5000,5000,0,1,2022-02-21 16:34,2022-02-21 16:34,JAVA开发/Java基础/MySQL/Vue基础,3,合资,500-1000人,电子商务/互联网,大观南路12号209房,440000,440100,440106
313,1495652137043099648,盛祺信息,数据实习生,0,经验不限,150,150,0,2,2022-02-21 14:50,2022-02-21 14:50,数据分析/数据更新/数据挖掘/系统维护/数据托管,2,上市公司,150-500人,电子商务/互联网,高普路1035号5楼,440000,440100,440106
314,1494565714886000640,广州南天电脑系统,Java开发工程师（广州/重庆/福州都有招聘）,0,经验不限,6000,10000,2,1,2022-02-18 14:53,2022-02-18 14:53,需求分析/技术实现设计/代码实现,3,合资,150-500人,互联网,建工路1号南天大厦五楼,440000,440100,440106
315,1494561403477032960,广州南天电脑系统,数据库管理员（广州）,0,经验不限,6000,10000,2,1,2022-02-18 14:36,2022-02-18 14:36,数据库管理,2,合资,150-500人,互联网,建工路1号南天大厦五楼,440000,440100,440106
316,1494560895295160320,广州南天电脑系统,网络工程师/系统工程师（广州）,0,经验不限,6000,10000,2,1,2022-02-18 14:34,2022-02-18 14:34,网络工程/系统实施,2,合资,150-500人,互联网,建工路1号南天大厦五楼,440000,440100,440106
317,1493425099607506944,点米网络科技,百度数据标注员,0,经验不限,4500,6000,2,1,2022-02-15 11:22,2022-02-15 11:22,地图制图/软件操作/数据标注/人工智能,2,上市公司,1000-5000人,互联网/电子商务,章丘区经十东路章丘双创基地,370000,370100,370114
318,1471751694089060352,广电运通,大数据开发工程师-运通信息,2,经验不限,10000,20000,2,1,2022-02-14 14:50,2022-02-14 14:50,大数据开发/数据分析/Hadoop/linux,4,国企,500-1000人,电子商务/互联网,城科林路9、11号,440000,440100,440112
319,1493114087687716864,忆享科技,初级安服工程师,0,经验不限,100,150,0,2,2022-02-14 14:45,2022-02-14 14:45,设备巡检/安全运维/安全测试/安全事件应急响应/优化安全策略,2,合资,50-100人,电子商务/互联网,中国(四川)自由贸易试验区成都高新区天府大道北段1700号7栋1单元2131号,510000,510100,510104
320,1493104259552641024,奥普特,视觉应用工程师,0,经验不限,4000,10000,2,1,2022-02-14 14:06,2022-02-14 14:06,视觉系统/解决方案/平台开发维护/系统定制/产品推广协助,2,合资,500-1000人,电子商务/互联网,长安镇锦厦社区河南工业区锦升路8号,440000,441900,441902
321,1493066715620311040,星天地信息,高德地图数据编辑,0,经验不限,2400,7000,2,1,2022-02-14 11:36,2022-02-14 11:36,数据维护/问题更正,2,合资,150-500人,互联网/电子商务,科技园区昌盛路18号A2号楼3层306-311室,110000,110000,110114
322,1493064955967176704,京东信息,客服顾问,0,经验不限,3380,5000,2,1,2022-02-14 11:29,2022-02-14 11:29,客户咨询/问题跟进/投诉处理/问题记录/客户服务,2,上市公司,10000人以上,电子商务/互联网,洪泽湖东路与清水江路交叉口,320000,321300,321311
323,1493062136493113344,笋尖网络,比价审核岗,0,经验不限,4000,5000,2,1,2022-02-14 11:19,2022-02-14 11:19,问题处理/平台管理,2,合资,150-500人,互联网/电子商务,杭州新天地商务中心4幢东楼1303室,330000,330100,330103
324,1493061952556105728,笋尖网络,直播审核岗,0,经验不限,4000,5000,2,1,2022-02-14 11:18,2022-02-14 11:18,视频审核/问题处理,2,合资,150-500人,互联网/电子商务,杭州新天地商务中心4幢东楼1303室,330000,330100,330103
325,1493061872331653120,笋尖网络,视频审核岗,0,经验不限,4000,5000,2,1,2022-02-14 11:17,2022-02-14 11:17,视频审核/问题处理,2,合资,150-500人,互联网/电子商务,杭州新天地商务中心4幢东楼1303室,330000,330100,330103
326,1467758425965461504,泰迪科技,客服专员,3,经验不限,5000,12000,2,1,2022-02-14 10:25,2022-02-14 10:25,市场宣传推广/培训招生/需求分析/教育行业,2,民营公司,150-500人,互联网/计算机软件,开泰大道36号凯得科学会广场1栋2楼212室,440000,440100,440112
327,1492018398631165952,蓦然认知,AI平台研发工程师（实习）,0,经验不限,6000,10000,2,1,2022-02-11 15:53,2022-02-11 15:53,AI平台优化/数据处理/跟踪调研/产品创新/功能开发,3,合资,150-500人,互联网,.,330000,330100,330102
328,1492018500066213888,蓦然认知,AI算法工程师（实习）,0,经验不限,6000,10000,2,1,2022-02-11 15:51,2022-02-11 15:51,AI平台优化/数据处理/跟踪调研/产品创新/功能开发,3,合资,150-500人,互联网,.,330000,330100,330102
329,1491313565926293504,中智公司,校招岗位,0,经验不限,4500,7500,2,1,2022-02-09 15:30,2022-02-09 15:30,校招/实习生,2,合资,500-1000人,互联网/数据服务,光华路7号汉威大厦,110000,110000,110105
330,1491308320093503488,神州信息,测试工程师,0,经验不限,4000,12000,2,1,2022-02-09 15:10,2022-02-09 15:10,功能测试/系统维护/文档编写/项目开发/开发编程,3,上市公司,10000人以上,电子商务/互联网,科发路8号金融服务技术创新基地2栋11B1单元,440000,440300,230404
331,1491308211175817216,神州信息,大数据开发工程师,0,经验不限,4000,12000,2,1,2022-02-09 15:09,2022-02-09 15:09,功能测试/系统维护/文档编写/项目开发/开发编程,3,上市公司,10000人以上,电子商务/互联网,科发路8号金融服务技术创新基地2栋11B1单元,440000,440300,230404
332,1491308054879272960,神州信息,数据库开发工程师,0,经验不限,4000,12000,2,1,2022-02-09 15:09,2022-02-09 15:09,功能测试/系统维护/文档编写/项目开发/开发编程,3,上市公司,10000人以上,电子商务/互联网,科发路8号金融服务技术创新基地2栋11B1单元,440000,440300,230404
333,1491307730626019328,神州信息,前端开发工程师,0,经验不限,4000,12000,2,1,2022-02-09 15:08,2022-02-09 15:08,系统维护/文档编写/项目开发/开发编程/功能测试,3,上市公司,10000人以上,电子商务/互联网,科发路8号金融服务技术创新基地2栋11B1单元,440000,440300,230404
334,1491307648031784960,神州信息,Java开发工程师,0,经验不限,4000,12000,2,1,2022-02-09 15:07,2022-02-09 15:07,项目开发/开发编程/功能测试/系统维护/文档编写,3,上市公司,10000人以上,电子商务/互联网,科发路8号金融服务技术创新基地2栋11B1单元,440000,440300,230404
335,1491293872620437504,泰盈科技,电商客服,0,经验不限,4000,10000,2,1,2022-02-09 14:16,2022-02-09 14:16,客户沟通/阿里巴巴/客户服务/银行客服/网商银行,2,合资,150-500人,人力资源服务/企业服务,桂城街道融和路25号荣耀国际金融中心4层401-408室(住所申报),440000,440600,440605
336,1491294465468530688,泰盈科技,银行账单分期专员,0,经验不限,4000,10000,2,1,2022-02-09 14:16,2022-02-09 14:16,客户沟通/客户服务/银行客服,2,合资,150-500人,人力资源服务/企业服务,桂城街道融和路25号荣耀国际金融中心4层401-408室(住所申报),440000,440600,440605
337,1480819048261484544,漋海科技,管培生,0,经验不限,4000,10000,2,1,2022-02-09 10:58,2022-02-09 10:58,编写编码/解答客户疑问/处理投诉/资料整理/英语四级,2,合资,150-500人,互联网/电子商务,--钱塘新区22号大街强林云通物流仓储园4栋3层速麦科技,330000,330100,330109
338,1486631973937086464,数字广东,2022校招-优粤生,0,经验不限,4500,8000,2,1,2022-01-27 17:27,2022-01-27 17:27,产品运营/数据运营工程师/大数据分析师/网络工程师/开发工程师,3,合资,50-100人,互联网,广州,,,
339,1486236527410413568,华为慧通,新零售管培生,0,经验不限,7000,12000,2,1,2022-01-26 15:16,2022-01-26 15:16,门店支撑/策略制定/数据分析/销售指标/顾客满意度,3,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
340,1486235717301567488,华为慧通,交互与视觉设计,0,经验不限,7000,12000,2,1,2022-01-26 15:13,2022-01-26 15:13,视觉设计/视觉输出/物料设计/竞品对比,2,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
341,1486235368696184832,华为慧通,知识专员,0,经验不限,7000,12000,2,1,2022-01-26 15:11,2022-01-26 15:11,问题解决/设计优化/需求管理/测试验证/上线推广,2,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
342,1486234958845575168,华为慧通,服务解决方案工程师,0,经验不限,7000,12000,2,1,2022-01-26 15:10,2022-01-26 15:10,产品落地/服务方案/产品开发,3,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
343,1486234664229273600,华为慧通,合同专员,0,经验不限,7000,12000,2,1,2022-01-26 15:08,2022-01-26 15:08,合同管理/发票开具/回款支撑,2,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
344,1486234200884510720,华为慧通,创意设计,0,经验不限,7000,12000,2,1,2022-01-26 15:07,2022-01-26 15:07,产品设计/策划与开发/资源协调/需求沟通/创意对接,2,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
345,1486233809081991168,华为慧通,互联网运营,0,经验不限,7000,12000,2,1,2022-01-26 15:05,2022-01-26 15:05,活动实施/数据分析/方案优化/方案分析/活动策划,2,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
346,1486233373226696704,华为慧通,终端培训师,0,经验不限,7000,12000,2,1,2022-01-26 15:03,2022-01-26 15:03,培训规划/过程跟踪/课程交付/教材开发/培训运营,2,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
347,1486232892102279168,华为慧通,服务技术顾问,0,经验不限,7000,12000,2,1,2022-01-26 15:01,2022-01-26 15:01,技术支持/疑难咨询/解决方案/客户服务/售后服务,2,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
348,1486232539046739968,华为慧通,服务体验顾问,0,经验不限,7000,12000,2,1,2022-01-26 15:00,2022-01-26 15:00,需求预处理/售后服务/技术培训,2,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
349,1486232195864592384,华为慧通,线上服务顾问,0,经验不限,7000,12000,2,1,2022-01-26 14:59,2022-01-26 14:59,线上服务/业务咨询/服务收集/客户满意度,2,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
350,1486231848324562944,华为慧通,体验店顾问,0,经验不限,7000,12000,2,1,2022-01-26 14:57,2022-01-26 14:57,创意方案/维护陈列/市场活动/客户满意度,2,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
351,1486231371935514624,华为慧通,终端销售代表,0,经验不限,7000,12000,2,1,2022-01-26 14:55,2022-01-26 14:55,零售服务/华为产品/区域沙盘梳理/挖掘终端销售/区域维护,2,合资,500-1000人,电子商务/智能硬件,卓悦中心L1层,440000,440300,440304
352,1483722281619423232,广州腾普信息,实习生,3,经验不限,150,200,0,2,2022-01-19 16:45,2022-01-19 16:45,RPA实施/业务调研/部署实施/现场PoC测试,3,合资,少于50人,互联网,护林路152号101房、154号101房、156号101房、158号101房、160号1,440000,440100,440112
353,1475288100623220736,盛祺信息,数据服务部工程师,6,经验不限,100,100,2,2,2022-01-18 10:51,2022-01-18 10:51,数据分析/数据更新/数据挖掘/系统维护/数据托管,3,上市公司,150-500人,电子商务/互联网,高普路1035号5楼,440000,440100,440106
354,1482196338836897812,北京西骏数据科技股份有限公司,产品经理,3,3,15000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
355,1482196338836897811,先进数通,数据产品技术经理,3,5,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
356,1482196338836897810,新意互动,数据分析师,2,1,10000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
357,1482196338836897809,新意互动,数据分析师,2,1,10000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
358,1482196338836897808,蓝色光标,数据分析师（广州）,3,0,7000,10000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
359,1482196338836897807,百胜餐饮(广东)有限公司广州物流中心,人力资源数据分析师,2,0,8000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州越秀区,,,
360,1482196338836897806,百胜餐饮(广东)有限公司广州物流中心,人力资源数据分析师,3,0,8000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州越秀区,,,
361,1482196338836897805,佰聆数据,高级数据分析师/主管,3,3,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
362,1482196338836897804,佰聆数据,数据分析师,2,0,12000,18000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州越秀区,,,
363,1482196338836897803,佰聆数据,高级数据分析师/主管,2,3,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
364,1482196338836897802,佰聆数据,数据分析师,3,0,12000,18000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州越秀区,,,
365,1482196338836897801,佰聆数据,产品经理,3,3,9000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州黄埔区,,,
366,1482196338836897800,佰聆数据,大数据产品经理,2,5,15000,30000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
367,1482196338836897799,用友融联,高级产品经理,2,3,25000,35000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
368,1482196338836897798,北京创景咨询有限公司,etl开发工程师,3,0,7000,13000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州越秀区,,,
369,1482196338836897797,泛鹏天地,ETL数据库开发工程师,2,1,10000,18000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
370,1482196338836897796,Flow++,NLP算法工程师,2,1,20000,35000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
371,1482196338836897795,TCL金融,数据产品经理,2,3,20000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州越秀区,,,
372,1482196338836897794,阿乐斯,Planning Analyst 数据分析员,3,3,7000,9000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
373,1482196338836897793,阿里巴巴集团,阿里灵犀互娱-游戏数据分析师-广州,3,1,10000,15000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州,,,
374,1482196338836897792,阿里巴巴集团,阿里灵犀互娱-游戏数据分析师-广州,2,1,10000,15000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州,,,
375,1482196338832703503,阿里巴巴集团,大文娱互动娱乐事业部-高级数据产品经理-买量平台,2,0,10000,15000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州,,,
376,1482196338832703502,安利(中国),高级数据分析师（经理级）,3,3,35000,45000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
377,1482196338832703501,安利(中国),高级数据分析师,3,3,30000,45000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
378,1482196338832703500,安利(中国),（资深/高级）数据分析师,2,3,12000,35000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
379,1482196338832703499,安利(中国),(高级）数据分析师,2,3,10000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
380,1482196338832703498,安利(中国),（高级）数据分析师-顾客体验及数字化业务,3,3,15000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
381,1482196338832703497,安利(中国),高级数据分析师（经理级）,3,3,35000,45000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
382,1482196338832703496,安利(中国),高级数据分析师,2,3,30000,45000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
383,1482196338832703495,安利(中国),（资深/高级）数据分析师,2,3,12000,35000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
384,1482196338832703494,安利(中国),Data Analyst,3,0,13000,30000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
385,1482196338832703493,安利(中国),(高级）数据分析师,3,3,10000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
386,1482196338832703492,安利(中国),（高级）数据分析师-顾客体验及数字化业务,2,3,15000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
387,1482196338832703491,安利(中国),（高级）数据分析师-顾客体验及数字化业务,2,3,15000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
388,1482196338832703490,安永EY,算法工程师 - 自然语言处理,3,3,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
389,1482196338832703489,百度广州分公司,数据分析师（数据开发方向）,3,1,12000,18000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州番禺区,,,
390,1482196338832703488,百度广州分公司,数据分析师（数据开发方向）,2,1,12000,18000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州番禺区,,,
391,1482196280712232995,北京西骏数据科技股份有限公司,产品经理,3,3,15000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
392,1482196280712232994,先进数通,数据产品技术经理,3,5,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
393,1482196280712232993,新意互动,数据分析师,2,1,10000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
394,1482196280712232992,新意互动,数据分析师,2,1,10000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
395,1482196280712232991,蓝色光标,数据分析师（广州）,3,0,7000,10000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
396,1482196280712232990,百胜餐饮(广东)有限公司广州物流中心,人力资源数据分析师,2,0,8000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州越秀区,,,
397,1482196280712232989,百胜餐饮(广东)有限公司广州物流中心,人力资源数据分析师,3,0,8000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州越秀区,,,
398,1482196280712232988,佰聆数据,高级数据分析师/主管,3,3,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
399,1482196280712232987,佰聆数据,数据分析师,2,0,12000,18000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州越秀区,,,
400,1482196280712232986,佰聆数据,高级数据分析师/主管,2,3,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
401,1482196280712232985,佰聆数据,数据分析师,3,0,12000,18000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州越秀区,,,
402,1482196280712232984,佰聆数据,产品经理,3,3,9000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州黄埔区,,,
403,1482196280712232983,佰聆数据,大数据产品经理,2,5,15000,30000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
404,1482196280712232982,用友融联,高级产品经理,2,3,25000,35000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
405,1482196280712232981,北京创景咨询有限公司,etl开发工程师,3,0,7000,13000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州越秀区,,,
406,1482196280712232980,泛鹏天地,ETL数据库开发工程师,2,1,10000,18000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
407,1482196280712232979,Flow++,NLP算法工程师,2,1,20000,35000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
408,1482196280712232978,海量数据,产品经理,3,1,10000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
409,1482196280712232977,海量数据,产品行销经理,2,1,10000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
410,1482196280712232976,海量数据,测试经理（数据库产品）,2,5,16000,30000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
411,1482196280712232975,北京合瑞阳光医药科技有限公司,医学统计/数据管理专员,3,1,6000,8000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州,,,
412,1482196280712232974,北京互联企信信息技术有限公司,BA Data analyst 数据分析师,3,3,10000,15000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州天河区,,,
413,1482196280712232973,北京互联企信信息技术有限公司,BA Data analyst 数据分析师,2,3,10000,15000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州天河区,,,
414,1482196280712232972,字节跳动,国际化广告数据分析师,2,5,10000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
415,1482196280712232971,字节跳动,数据分析师 - 国际化直播,3,5,30000,50000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
416,1482196280712232970,字节跳动,数据分析师,3,5,30000,50000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
417,1482196280712232969,字节跳动,资深游戏数据分析师,2,5,20000,35000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
418,1482196280712232968,字节跳动,国际化广告数据分析师,2,5,10000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
419,1482196280712232967,字节跳动,数据分析师 - 国际化直播,3,5,30000,50000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
420,1482196280712232966,字节跳动,数据分析师,3,5,30000,50000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
421,1482196280712232965,字节跳动,资深游戏数据分析师,2,5,20000,35000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
422,1482196280712232964,字节跳动,资深游戏数据分析师,2,5,20000,35000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
423,1482196280712232963,字节跳动,游戏数据研究员,3,3,10000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
424,1482196280712232962,字节跳动,商业化数据产品经理,3,3,15000,35000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
425,1482196280712232961,金山办公软件,数据产品经理（稻壳）,2,3,20000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
426,1482196280712232960,京东,数据分析师,2,3,10000,18000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州黄埔区,,,
427,1482196280708038656,京东,数据分析师,3,3,10000,18000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州黄埔区,,,
428,1482196148415496217,北京西骏数据科技股份有限公司,产品经理,3,3,15000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
429,1482196148415496216,先进数通,数据产品技术经理,3,5,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
430,1482196148415496215,新意互动,数据分析师,2,1,10000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
431,1482196148415496214,新意互动,数据分析师,2,1,10000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
432,1482196148415496213,蓝色光标,数据分析师（广州）,3,0,7000,10000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
433,1482196148415496212,蓝色光标,数据分析师（广州）,2,0,7000,10000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
434,1482196148415496211,蓝色光标,产品经理,2,3,12000,18000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
435,1482196148415496210,蓝色光标,产品经理,3,1,8000,13000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州黄埔区,,,
436,1482196148415496209,蓝色光标,高级产品经理,3,3,15000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州黄埔区,,,
437,1482196148415496208,蓝色光标,大数据产品经理,2,3,15000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州黄埔区,,,
