序号,招聘信息ID,企业名称,招聘岗位,招聘人数,工作经验,最低工资,最高工资,工作性质,工资结算方式,招聘信息发布时间,招聘信息更新时间,职位关键词,学历要求,企业类型,企业人数规模,企业所在行业,工作地点,工作地点省编码,工作地点市编码,工作地点区编码
438,1482196148415496207,蓝色光标,运营数据产品经理,2,3,15000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州黄埔区,,,
439,1482196148415496206,领雁科技,数据治理工程师-广州,3,5,12000,19000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州海珠区,,,
440,1482196148415496205,领雁科技,中级数据分析师-广州,3,3,10000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
441,1482196148415496204,领雁科技,中级数据分析师-广州,2,3,10000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
442,1482196148415496203,北京路客互联网科技有限公司,产品经理（支付/后端）,2,3,10000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
443,1482196148415496202,明略科技集团,数据分析师/高级数据分析师(J13098),3,3,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
444,1482196148415496201,明略科技集团,数据分析师/高级数据分析师(J13098),3,3,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
445,1482196148415496200,明略科技集团,高级数据产品经理,2,5,20000,30000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
446,1482196148415496199,PingCAP,TiDB数据库高级产品经理,2,5,30000,50000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
447,1482196148415496198,PingCAP,数据库内核产品经理,3,10,20000,45000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
448,1482196148415496197,全量全速,高级数据分析师,3,3,15000,28000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
449,1482196148415496196,全量全速,资深数据分析师,2,3,20000,30000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
450,1482196148415496195,全量全速,高级数据分析师,2,3,15000,28000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
451,1482196148415496194,全量全速,资深数据分析师,3,3,20000,30000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州海珠区,,,
452,1482196148415496193,北京赛惟咨询有限公司,数据分析员,3,0,7000,10000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
453,1482196148415496192,北京三维天地科技股份有限公司,制药行业主数据产品经理,2,5,20000,30000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
454,1482196148411301900,北京三维天地科技股份有限公司,零售行业主数据产品经理(J10281),2,3,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
455,1482196148411301899,尚德机构,数据分析师/BI,3,1,6000,9000,2,1,,2022-01-15 11:41,数据,2,合资,50-100人,互联网,广州天河区,,,
456,1482196148411301898,深演智能,数据分析师-GZ,3,1,9000,14000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
457,1482196148411301897,深演智能,数据分析师-GZ,2,1,9000,14000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
458,1482196148411301896,深演智能,数据产品运营经理-GZ,2,3,10000,15000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
459,1482196148411301895,DataHunter,高级数据产品经理,3,3,15000,25000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
460,1482196148411301894,北京数起科技有限公司,数据分析师,3,1,6000,9000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
461,1482196148411301893,北京数起科技有限公司,数据分析师,2,1,6000,9000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
462,1482196148411301892,思特奇信息技术,高级客户经理（气象大数据产品）,2,3,10000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州,,,
463,1482196148411301891,思特奇信息技术,产品经理（气象大数据产品）,3,3,10000,20000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
464,1482196148411301890,58同城,数据分析运营专员,3,1,5000,10000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
465,1482196148411301889,58同城,数据分析师（发展前景+双休）,2,1,8000,14000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
466,1482196148411301888,58同城,数据分析师（发展前景+双休）,2,1,8000,14000,2,1,,2022-01-15 11:41,数据,3,合资,50-100人,互联网,广州天河区,,,
467,1482196087983964193,北京西骏数据科技股份有限公司,产品经理,3,3,15000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
468,1482196087983964192,先进数通,数据产品技术经理,3,5,15000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
469,1482196087983964191,新意互动,数据分析师,2,1,10000,15000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
470,1482196087983964190,新意互动,数据分析师,2,1,10000,15000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
471,1482196087983964189,修齐治平,自然语言处理/NLP工程师（2019校园招聘）,3,0,10000,15000,2,1,,2022-01-15 11:40,数据,4,合资,50-100人,互联网,广州天河区,,,
472,1482196087983964188,修齐治平,自然语言处理/NLP工程师,3,1,13000,25000,2,1,,2022-01-15 11:40,数据,4,合资,50-100人,互联网,广州天河区,,,
473,1482196087983964187,北京宇信科技集团股份有限公司广州分公司,ETL/BI/数据库开发工程师,2,1,9000,14000,2,1,,2022-01-15 11:40,数据,2,合资,50-100人,互联网,广州天河区,,,
474,1482196087983964186,元年科技,数据治理/数据中台产品经理,2,10,25000,40000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
475,1482196087983964185,北京悦畅科技有限公司,数据产品经理（商业化方向）,3,5,25000,35000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州海珠区,,,
476,1482196087983964184,宝宝树,高级媒介专员（数据分析方向）,3,3,10000,15000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
477,1482196087983964183,资采信息,数据产品经理,2,3,15000,30000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
478,1482196087983964182,北明软件有限公司,大数据产品经理,2,3,20000,30000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
479,1482196087983964181,贝壳找房(北京)科技有限公司,贝壳找房-广州站-数据分析专员,3,1,5000,7000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
480,1482196087983964180,贝壳找房(北京)科技有限公司,贝壳找房-广州站-交易数据分析专员,3,1,4000,6000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
481,1482196087983964179,餐道信息科技有限公司,数据产品经理,2,3,15000,20000,2,1,,2022-01-15 11:40,数据,2,合资,50-100人,互联网,广州,,,
482,1482196087983964178,常相伴(武汉)科技有限公司,资深数据分析师,2,5,30000,60000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州番禺区,,,
483,1482196087983964177,常相伴(武汉)科技有限公司,资深数据分析师,3,5,30000,60000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
484,1482196087983964176,常相伴(武汉)科技有限公司,资深数据分析师,3,5,30000,60000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州番禺区,,,
485,1482196087983964175,常相伴(武汉)科技有限公司,资深数据分析师,2,5,30000,60000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
486,1482196087983964174,四方伟业软件,项目交付工程师（数据治理）,3,3,15000,25000,2,1,,2022-01-15 11:40,数据,2,合资,50-100人,互联网,广州天河区,,,
487,1482196087983964173,创新工场(北京)企业管理股份有限公司,科学家/研究员/工程师（NLP）-创新工场AI工程院,2,0,10000,15000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
488,1482196087983964172,大参林集团,高级数据分析师,2,3,12000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
489,1482196087983964171,大参林集团,数据分析师（商品方向）,3,3,15000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
490,1482196087983964170,大参林集团,数据分析师,3,5,15000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州海珠区,,,
491,1482196087983964169,大参林集团,高级数据分析师,2,3,12000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
492,1482196087983964168,大参林集团,数据分析师（商品方向）,2,3,15000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
493,1482196087983964167,大参林集团,数据分析师,3,5,15000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州海珠区,,,
494,1482196087983964166,大参林集团,数据产品经理,3,5,15000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
495,1482196087983964165,大参林集团,数据产品经理/高级经理,2,5,15000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
496,1482196087983964164,大金,数据中台产品经理,2,5,10000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
497,1482196087983964163,上海华钦信息科技股份有限公司,数据分析师,3,0,10000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
498,1482196087983964162,上海华钦信息科技股份有限公司,ETL开发工程师,3,1,10000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
499,1482196087983964161,上海华钦信息科技股份有限公司,ETL开发工程师,2,3,12000,15000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
500,1482196087983964160,上海华钦信息科技股份有限公司,数据分析师,2,3,13000,19000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
501,1482196087979769860,上海华钦信息科技股份有限公司,数据分析师,3,0,10000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
502,1482196087979769859,上海华钦信息科技股份有限公司,Data Analyst/Business Analyst,3,1,9000,15000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州海珠区,,,
503,1482196087979769858,上海华钦信息科技股份有限公司,数据分析师,2,3,13000,19000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
504,1482196087979769857,上海华钦信息科技股份有限公司,Data Analyst,2,3,13000,18000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
505,1482196087979769856,上海华钦信息科技股份有限公司,数据分析师,3,0,10000,25000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
506,1482195868793831439,大圣科技股份有限公司,数据分析专员,3,3,10000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
507,1482195868793831438,大圣科技股份有限公司,数据分析师,2,3,10000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
508,1482195868793831437,大圣科技股份有限公司,数据分析师,2,3,10000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
509,1482195868793831436,大圣科技股份有限公司,大数据产品经理（智能网联合资公司）,3,3,12000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州番禺区,,,
510,1482195868793831435,大圣科技股份有限公司,大数据产品经理（数字营销方向）,3,3,10000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
511,1482195868793831434,东方微银科技股份有限公司,数据分析师,2,0,10000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
512,1482195868793831433,东方微银科技股份有限公司,数据分析师,2,0,10000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
513,1482195868793831432,东风日产数据服务有限公司,数据分析师,3,1,14000,17000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州花都区,,,
514,1482195868793831431,东风日产数据服务有限公司,数据分析师,3,1,14000,17000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州花都区,,,
515,1482195868793831430,二十六度数科,数据分析师-广州,2,1,11000,18000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
516,1482195868793831429,二十六度数科,数据分析师-广州,2,1,11000,18000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州天河区,,,
517,1482195868793831428,云米全屋互联网家电,ETL开发工程师,3,5,11000,22000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
518,1482195868793831427,云米全屋互联网家电,NLP算法专家/工程师,3,1,25000,50000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州海珠区,,,
519,1482195868793831426,云米全屋互联网家电,大数据算法产品经理,2,5,15000,24000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
520,1482195868793831425,云米全屋互联网家电,高级数据产品经理,2,5,15000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
521,1482195868793831424,福建新时颖电子商务有限公司,数据分析师,3,3,15000,25000,2,1,,2022-01-15 11:40,数据,2,合资,50-100人,互联网,广州海珠区,,,
522,1482195868789637128,福建新时颖电子商务有限公司,数据分析师(J10380),3,3,10000,20000,2,1,,2022-01-15 11:40,数据,2,合资,50-100人,互联网,广州,,,
523,1482195868789637127,福建新时颖电子商务有限公司,数据分析师（独立站）,2,1,15000,29000,2,1,,2022-01-15 11:40,数据,2,合资,50-100人,互联网,广州海珠区,,,
524,1482195868789637126,福建新时颖电子商务有限公司,数据分析师,2,3,15000,25000,2,1,,2022-01-15 11:40,数据,2,合资,50-100人,互联网,广州海珠区,,,
525,1482195868789637125,福建新时颖电子商务有限公司,数据分析师(J10380),3,3,10000,20000,2,1,,2022-01-15 11:40,数据,2,合资,50-100人,互联网,广州,,,
526,1482195868789637124,福州龙腾简合网络技术有限公司,数据分析师,3,3,15000,30000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
527,1482195868789637123,福州龙腾简合网络技术有限公司,数据分析师,2,3,15000,30000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
528,1482195868789637122,高新兴科技集团股份有限公司,数据分析工程师（NLP方向）(J11892),3,3,10000,20000,2,1,,2022-01-15 11:40,数据,3,合资,50-100人,互联网,广州,,,
529,1482195868789637121,高知特信息技术(上海),业务数据分析师,2,5,18000,28000,2,1,,2022-01-15 11:40,数据,2,合资,50-100人,互联网,广州天河区,,,
530,1482195868789637120,高知特信息技术(上海),业务数据分析师,2,5,18000,28000,2,1,,2022-01-15 11:40,数据,2,合资,50-100人,互联网,广州天河区,,,
531,1482195642796343314,大圣科技股份有限公司,数据分析专员,3,3,10000,20000,2,1,,2022-01-15 11:39,数据,3,合资,50-100人,互联网,广州,,,
532,1482195642796343313,大圣科技股份有限公司,数据分析师,2,3,10000,20000,2,1,,2022-01-15 11:39,数据,3,合资,50-100人,互联网,广州,,,
533,1482195642796343312,大圣科技股份有限公司,数据分析师,2,3,10000,20000,2,1,,2022-01-15 11:39,数据,3,合资,50-100人,互联网,广州,,,
534,1482195642796343311,大圣科技股份有限公司,大数据产品经理（智能网联合资公司）,3,3,12000,20000,2,1,,2022-01-15 11:39,数据,3,合资,50-100人,互联网,广州番禺区,,,
535,1482195642796343310,大圣科技股份有限公司,大数据产品经理（数字营销方向）,3,3,10000,20000,2,1,,2022-01-15 11:39,数据,3,合资,50-100人,互联网,广州,,,
